name,price,unit_price,district_code,segment,type,area,level,remaining_years,date 
THE TAPESTRY,1489590,1318,18,OCR,New Sale,1130,11 to 15,98.0,Apr-18
THE TAPESTRY,660150,1496,18,OCR,New Sale,441,11 to 15,98.0,Apr-18
THE TAPESTRY,944460,1350,18,OCR,New Sale,700,01 to 05,98.0,Apr-18
THE TAPESTRY,1769850,1236,18,OCR,New Sale,1432,11 to 15,98.0,Apr-18
THE TAPESTRY,705510,1490,18,OCR,New Sale,474,06 to 10,98.0,Apr-18
THE TAPESTRY,647190,1466,18,OCR,New Sale,441,06 to 10,98.0,Apr-18
THE TAPESTRY,959040,1371,18,OCR,New Sale,700,01 to 05,98.0,Apr-18
COCO PALMS,2145940,1231,18,OCR,New Sale,1744,01 to 05,89.0,Apr-18
THE TAPESTRY,663390,1503,18,OCR,New Sale,441,11 to 15,98.0,Apr-18
BOATHOUSE RESIDENCES,1040001,1039,19,OCR,Resale,1001,16 to 20,92.0,Apr-18
LAGUNA GREEN,1085000,988,16,OCR,Resale,1098,01 to 05,76.0,Apr-18
THE BAYSHORE,1100000,929,16,OCR,Resale,1184,01 to 05,74.0,Apr-18
URBAN VISTA,880000,1514,16,OCR,Resale,581,06 to 10,93.0,Apr-18
ARCHIPELAGO,1120000,1351,16,OCR,Resale,829,01 to 05,92.0,Apr-18
AVILA GARDENS,1050000,806,17,OCR,Resale,1302,01 to 05,999.0,Apr-18
CARISSA PARK CONDOMINIUM,1300000,869,17,OCR,Resale,1496,06 to 10,999.0,Apr-18
THE GALE,1280000,944,17,OCR,Resale,1356,01 to 05,999.0,Apr-18
THE CLEARWATER,1280000,959,16,OCR,Resale,1335,11 to 15,78.0,Apr-18
COSTA DEL SOL,1580000,1174,16,OCR,Resale,1346,06 to 10,78.0,Apr-18
THE TAPESTRY,1210950,1308,18,OCR,New Sale,926,01 to 05,98.0,Apr-18
D'NEST,838000,1112,18,OCR,Resale,753,06 to 10,91.0,Apr-18
SEA ESTA,890000,984,18,OCR,Resale,904,01 to 05,93.0,Apr-18
THE TAPESTRY,656910,1488,18,OCR,New Sale,441,06 to 10,98.0,Apr-18
RIVERSAILS,1160000,1123,19,OCR,Resale,1033,06 to 10,92.0,Apr-18
RIVERSOUND RESIDENCE,1260000,1000,19,OCR,Resale,1259,11 to 15,92.0,Apr-18
LIVIA,1400000,910,18,OCR,Resale,1539,01 to 05,89.0,Apr-18
RIVER ISLES,595000,1348,19,OCR,Resale,441,11 to 15,93.0,Apr-18
FLO RESIDENCE,895000,967,19,OCR,Resale,926,16 to 20,92.0,Apr-18
RIVER ISLES,830000,929,19,OCR,Resale,893,11 to 15,93.0,Apr-18
THE MINTON,1260000,1036,19,OCR,Resale,1216,11 to 15,88.0,Apr-18
KOVAN MELODY,1350000,1100,19,OCR,Resale,1227,11 to 15,85.0,Apr-18
WATERFRONT KEY,1126888,1163,16,OCR,Resale,969,01 to 05,88.0,Apr-18
PARBURY HILL CONDOMINIUM,2460000,1197,16,OCR,Resale,2056,01 to 05,999.0,Apr-18
SUNHAVEN,918000,927,16,OCR,Resale,990,06 to 10,999.0,Apr-18
D'NEST,620000,1280,18,OCR,Resale,484,06 to 10,91.0,Apr-18
MELVILLE PARK,855000,621,18,OCR,Resale,1378,01 to 05,73.0,Apr-18
THE TROPICA,1070000,872,18,OCR,Resale,1227,11 to 15,77.0,Apr-18
RIO VISTA,1030000,825,19,OCR,Resale,1249,11 to 15,82.0,Apr-18
THE PALETTE,1025000,962,18,OCR,Resale,1066,01 to 05,91.0,Apr-18
THE TROPICA,1100000,838,18,OCR,Resale,1313,01 to 05,77.0,Apr-18
LIVIA,860000,974,18,OCR,Resale,883,11 to 15,89.0,Apr-18
THE LUXURIE,880000,1202,19,OCR,Resale,732,01 to 05,92.0,Apr-18
THE LUXURIE,893000,1152,19,OCR,Resale,775,06 to 10,92.0,Apr-18
THE MINTON,1150000,1037,19,OCR,Resale,1109,11 to 15,88.0,Apr-18
CARDIFF RESIDENCE,550000,1310,19,OCR,Resale,420,01 to 05,92.0,Apr-18
THE GARDENS AT BISHAN,918000,1040,20,RCR,Resale,883,01 to 05,78.0,Apr-18
RIVER ISLES,790000,1048,19,OCR,Resale,753,11 to 15,93.0,Apr-18
PARC VERA,775000,986,19,OCR,Resale,786,06 to 10,91.0,Apr-18
THE BAYSHORE,1610000,1125,16,OCR,Resale,1432,26 to 30,74.0,Apr-18
COSTA DEL SOL,1650000,1345,16,OCR,Resale,1227,11 to 15,78.0,Apr-18
WATERFRONT KEY,955000,1123,16,OCR,Resale,850,01 to 05,88.0,Apr-18
AVILA GARDENS,1360000,775,17,OCR,Resale,1755,01 to 05,999.0,Apr-18
UBER 388,840000,1561,16,OCR,Resale,538,01 to 05,999.0,Apr-18
CHANGI COURT,950000,981,16,OCR,Resale,969,01 to 05,999.0,Apr-18
THE TAPESTRY,931500,1331,18,OCR,New Sale,700,01 to 05,98.0,Apr-18
SAVANNAH CONDOPARK,1632000,708,18,OCR,Resale,2303,06 to 10,81.0,Apr-18
CHANGI RISE CONDOMINIUM,980000,778,18,OCR,Resale,1259,06 to 10,81.0,Apr-18
D'NEST,820000,1088,18,OCR,Resale,753,01 to 05,91.0,Apr-18
THE PALETTE,810000,1107,18,OCR,Resale,732,01 to 05,91.0,Apr-18
RIVERSOUND RESIDENCE,1168000,1005,19,OCR,Resale,1163,11 to 15,92.0,Apr-18
JEWEL @ BUANGKOK,1200000,1052,19,OCR,Resale,1141,11 to 15,93.0,Apr-18
RIVERSAILS,1400000,1024,19,OCR,Resale,1367,11 to 15,92.0,Apr-18
PARC VERA,1140000,999,19,OCR,Resale,1141,06 to 10,91.0,Apr-18
BAYSHORE PARK,2300000,1047,16,OCR,Resale,2196,21 to 25,63.0,Apr-18
COSTA DEL SOL,1730088,1286,16,OCR,Resale,1346,11 to 15,78.0,Apr-18
SEASTRAND,1220000,994,18,OCR,Resale,1227,01 to 05,92.0,Apr-18
EASTPOINT GREEN,740000,772,18,OCR,Resale,958,06 to 10,77.0,Apr-18
CASA CAMBIO,1050000,1478,19,OCR,Resale,710,01 to 05,999.0,Apr-18
RIVERSAILS,898000,1005,19,OCR,Resale,893,11 to 15,92.0,Apr-18
KOVAN RESIDENCES,2200000,1224,19,OCR,Resale,1798,11 to 15,88.0,Apr-18
SKY VUE,1280000,1607,20,RCR,Resale,797,11 to 15,94.0,Apr-18
PALM GROVE CONDOMINIUM,1500000,1032,19,OCR,Resale,1453,01 to 05,859.0,Apr-18
CARISSA PARK CONDOMINIUM,1096600,828,17,OCR,Resale,1324,01 to 05,999.0,Apr-18
THE CLEARWATER,1480000,777,16,OCR,Resale,1905,01 to 05,78.0,Apr-18
D'NEST,965000,1019,18,OCR,Resale,947,06 to 10,91.0,Apr-18
WATERVIEW,1350000,950,18,OCR,Resale,1421,01 to 05,91.0,Apr-18
OASIS @ ELIAS,975000,802,18,OCR,Resale,1216,06 to 10,89.0,Apr-18
THE PALETTE,1080000,1013,18,OCR,Resale,1066,06 to 10,91.0,Apr-18
D'NEST,618000,1276,18,OCR,Resale,484,06 to 10,91.0,Apr-18
KOVAN MELODY,1420000,1099,19,OCR,Resale,1292,16 to 20,85.0,Apr-18
RIVERSOUND RESIDENCE,910000,1006,19,OCR,Resale,904,06 to 10,92.0,Apr-18
THE MINTON,730000,1043,19,OCR,Resale,700,11 to 15,88.0,Apr-18
RIVER ISLES,1170000,937,19,OCR,Resale,1249,01 to 05,93.0,Apr-18
THE GARDENS AT BISHAN,953000,1080,20,RCR,Resale,883,11 to 15,78.0,Apr-18
SKY VUE,1145000,1688,20,RCR,Resale,678,16 to 20,94.0,Apr-18
FOREST WOODS,1445000,1525,19,OCR,New Sale,947,01 to 05,97.0,Apr-18
FOREST WOODS,1430000,1545,19,OCR,New Sale,926,06 to 10,97.0,Apr-18
THE TAPESTRY,838400,1391,18,OCR,New Sale,603,06 to 10,98.0,Apr-18
THE TAPESTRY,1287090,1300,18,OCR,New Sale,990,01 to 05,98.0,Apr-18
THE TAPESTRY,1283040,1296,18,OCR,New Sale,990,11 to 15,98.0,Apr-18
THE TAPESTRY,694980,1467,18,OCR,New Sale,474,11 to 15,98.0,Apr-18
THE TAPESTRY,1690470,1181,18,OCR,New Sale,1432,01 to 05,98.0,Apr-18
THE TAPESTRY,653670,1481,18,OCR,New Sale,441,11 to 15,98.0,Apr-18
THE TAPESTRY,939600,1343,18,OCR,New Sale,700,01 to 05,98.0,Apr-18
THE TAPESTRY,800800,1329,18,OCR,New Sale,603,06 to 10,98.0,Apr-18
FOREST WOODS,1435000,1550,19,OCR,New Sale,926,06 to 10,97.0,Apr-18
THE TAPESTRY,913680,1516,18,OCR,New Sale,603,06 to 10,98.0,Apr-18
FOREST WOODS,1442000,1456,19,OCR,New Sale,990,01 to 05,97.0,Apr-18
SKY HABITAT,1967800,1511,20,RCR,Resale,1302,11 to 15,92.0,Apr-18
GRANDEUR PARK RESIDENCES,1901000,1509,16,OCR,New Sale,1259,01 to 05,97.0,Apr-18
GRANDEUR PARK RESIDENCES,1129000,1808,16,OCR,New Sale,624,11 to 15,97.0,Apr-18
WATERFRONT ISLE,1500000,1161,16,OCR,Resale,1292,11 to 15,90.0,Apr-18
THE INFLORA,1310000,828,17,OCR,Resale,1582,06 to 10,93.0,Apr-18
GRANDEUR PARK RESIDENCES,1304112,1460,16,OCR,New Sale,893,11 to 15,97.0,Apr-18
AZALEA PARK CONDOMINIUM,1200000,796,17,OCR,Resale,1507,01 to 05,866.0,Apr-18
CASA PASIR RIS,830000,756,17,OCR,Resale,1098,01 to 05,866.0,Apr-18
GRANDEUR PARK RESIDENCES,2133000,1468,16,OCR,New Sale,1453,01 to 05,97.0,Apr-18
ARCHIPELAGO,1015000,1209,16,OCR,Resale,840,01 to 05,92.0,Apr-18
RIPPLE BAY,1200000,929,18,OCR,Resale,1292,06 to 10,92.0,Apr-18
MODENA,1320000,936,18,OCR,Resale,1410,06 to 10,78.0,Apr-18
D'NEST,1280000,1133,18,OCR,Resale,1130,11 to 15,91.0,Apr-18
WATERVIEW,1100000,973,18,OCR,Resale,1130,06 to 10,91.0,Apr-18
KOVAN REGENCY,1400000,1429,19,OCR,Resale,980,06 to 10,93.0,Apr-18
RIS GRANDEUR,1020000,957,18,OCR,Resale,1066,01 to 05,999.0,Apr-18
LIVIA,1290000,838,18,OCR,Resale,1539,06 to 10,89.0,Apr-18
THE PALETTE,1150000,998,18,OCR,Resale,1152,06 to 10,91.0,Apr-18
RIVERSOUND RESIDENCE,1015000,952,19,OCR,Resale,1066,06 to 10,92.0,Apr-18
CENTRAL VIEW,1030000,854,19,OCR,Resale,1206,06 to 10,79.0,Apr-18
THE SUMMIT,1600000,1293,16,OCR,Resale,1238,01 to 05,999.0,Apr-18
CHANGI GREEN,1200000,987,16,OCR,Resale,1216,01 to 05,999.0,Apr-18
BAYSHORE PARK,2338888,1045,16,OCR,Resale,2239,26 to 30,63.0,Apr-18
D'NEST,845000,1121,18,OCR,Resale,753,06 to 10,91.0,Apr-18
THE PALETTE,1238000,1075,18,OCR,Resale,1152,06 to 10,91.0,Apr-18
DOUBLE BAY RESIDENCES,1330000,1005,18,OCR,Resale,1324,01 to 05,89.0,Apr-18
D'NEST,830000,1102,18,OCR,Resale,753,01 to 05,91.0,Apr-18
RIVER ISLES,750000,995,19,OCR,Resale,753,06 to 10,93.0,Apr-18
LIVIA,1400000,910,18,OCR,Resale,1539,11 to 15,89.0,Apr-18
PARC VERA,815000,1037,19,OCR,Resale,786,11 to 15,91.0,Apr-18
BOATHOUSE RESIDENCES,905000,989,19,OCR,Resale,915,06 to 10,92.0,Apr-18
SKY HABITAT,2289900,1297,20,RCR,Resale,1765,01 to 05,92.0,Apr-18
RAFFLESIA CONDOMINIUM,1400000,1172,20,RCR,Resale,1195,16 to 20,78.0,Apr-18
EDELWEISS PARK CONDOMINIUM,820000,866,17,OCR,Resale,947,06 to 10,999.0,Apr-18
CARISSA PARK CONDOMINIUM,1080000,829,17,OCR,Resale,1302,01 to 05,999.0,Apr-18
HEDGES PARK CONDOMINIUM,810000,929,17,OCR,Resale,872,06 to 10,91.0,Apr-18
OPTIMA @ TANAH MERAH,1038000,1221,16,OCR,Resale,850,01 to 05,89.0,Apr-18
THE BAYSHORE,1506000,1052,16,OCR,Resale,1432,26 to 30,74.0,Apr-18
THE TAPESTRY,1715580,1198,18,OCR,New Sale,1432,01 to 05,98.0,Apr-18
SEA ESTA,1250000,1139,18,OCR,Resale,1098,06 to 10,93.0,Apr-18
THE INFLORA,556000,1201,17,OCR,Resale,463,01 to 05,93.0,Apr-18
THE TAPESTRY,689310,1455,18,OCR,New Sale,474,01 to 05,98.0,Apr-18
EASTPOINT GREEN,910000,821,18,OCR,Resale,1109,01 to 05,77.0,Apr-18
KOVAN MELODY,1338000,1090,19,OCR,Resale,1227,11 to 15,85.0,Apr-18
D'NEST,1000000,1068,18,OCR,Resale,936,06 to 10,91.0,Apr-18
TANGERINE GROVE,1500000,1267,19,OCR,Resale,1184,01 to 05,999.0,Apr-18
THE PALETTE,1180000,1015,18,OCR,Resale,1163,11 to 15,91.0,Apr-18
CASA CAMBIO,708000,1462,19,OCR,Resale,484,01 to 05,999.0,Apr-18
RIVER ISLES,848000,895,19,OCR,Resale,947,01 to 05,93.0,Apr-18
OPTIMA @ TANAH MERAH,1065000,1221,16,OCR,Resale,872,06 to 10,89.0,Apr-18
BAYSHORE PARK,860000,918,16,OCR,Resale,936,11 to 15,63.0,Apr-18
BAYSHORE PARK,2000000,911,16,OCR,Resale,2196,26 to 30,63.0,Apr-18
THE BAYSHORE,945000,934,16,OCR,Resale,1012,11 to 15,74.0,Apr-18
THE EDGEWATER,828000,827,17,OCR,Resale,1001,01 to 05,999.0,Apr-18
THE GALE,1360000,1003,17,OCR,Resale,1356,06 to 10,999.0,Apr-18
ARCHIPELAGO,1100000,1327,16,OCR,Resale,829,01 to 05,92.0,Apr-18
THE TAPESTRY,879660,1459,18,OCR,New Sale,603,06 to 10,98.0,Apr-18
EDELWEISS PARK CONDOMINIUM,780000,853,17,OCR,Resale,915,01 to 05,999.0,Apr-18
THE PALETTE,920000,1030,18,OCR,Resale,893,06 to 10,91.0,Apr-18
CHANGI RISE CONDOMINIUM,978000,777,18,OCR,Resale,1259,01 to 05,81.0,Apr-18
RIS GRANDEUR,1350000,877,18,OCR,Resale,1539,01 to 05,999.0,Apr-18
SEA ESTA,1068000,954,18,OCR,Resale,1119,01 to 05,93.0,Apr-18
MY MANHATTAN,1130000,1312,18,OCR,Resale,861,06 to 10,91.0,Apr-18
D'NEST,820000,1088,18,OCR,Resale,753,01 to 05,91.0,Apr-18
NV RESIDENCES,1030000,870,18,OCR,Resale,1184,11 to 15,89.0,Apr-18
MELVILLE PARK,650000,694,18,OCR,Resale,936,01 to 05,73.0,Apr-18
THE TAPESTRY,1696950,1185,18,OCR,New Sale,1432,06 to 10,98.0,Apr-18
WATERVIEW,1205000,1066,18,OCR,Resale,1130,06 to 10,91.0,Apr-18
THE TAPESTRY,802400,1331,18,OCR,New Sale,603,01 to 05,98.0,Apr-18
THE SPRINGBLOOM,1600000,1118,19,OCR,Resale,1432,16 to 20,76.0,Apr-18
THE MINTON,900000,961,19,OCR,Resale,936,01 to 05,88.0,Apr-18
THE LUXURIE,628000,1389,19,OCR,Resale,452,01 to 05,92.0,Apr-18
A TREASURE TROVE,860000,1110,19,OCR,Resale,775,06 to 10,92.0,Apr-18
KOVAN MELODY,985000,1103,19,OCR,Resale,893,01 to 05,85.0,Apr-18
SKY VUE,1190000,1755,20,RCR,Resale,678,21 to 25,94.0,Apr-18
BISHAN POINT,1100000,1175,20,RCR,Resale,936,26 to 30,78.0,Apr-18
BISHAN POINT,1100000,1175,20,RCR,Resale,936,26 to 30,78.0,Apr-18
RIVERSAILS,1943000,785,19,OCR,Resale,2476,16 to 20,92.0,Apr-18
RIVERSAILS,900000,1020,19,OCR,Resale,883,16 to 20,92.0,Apr-18
COSTA DEL SOL,1700000,981,16,OCR,Resale,1733,01 to 05,78.0,Apr-18
HEDGES PARK CONDOMINIUM,785000,900,17,OCR,Resale,872,01 to 05,91.0,Apr-18
THE BAYSHORE,900000,972,16,OCR,Resale,926,06 to 10,74.0,Apr-18
LANDBAY CONDOMINIUM,1288000,1301,16,OCR,Resale,990,01 to 05,999.0,Apr-18
PARBURY HILL CONDOMINIUM,945000,1045,16,OCR,Resale,904,01 to 05,999.0,Apr-18
D'NEST,838000,1112,18,OCR,Resale,753,01 to 05,91.0,Apr-18
EDELWEISS PARK CONDOMINIUM,1038000,817,17,OCR,Resale,1270,06 to 10,999.0,Apr-18
BALLOTA PARK CONDOMINIUM,1250000,671,17,OCR,Resale,1862,01 to 05,999.0,Apr-18
AZALEA PARK CONDOMINIUM,1270000,843,17,OCR,Resale,1507,06 to 10,866.0,Apr-18
RIS GRANDEUR,1100000,1032,18,OCR,Resale,1066,11 to 15,999.0,Apr-18
CHANGI RISE CONDOMINIUM,1175000,785,18,OCR,Resale,1496,01 to 05,81.0,Apr-18
SEA ESTA,1075000,942,18,OCR,Resale,1141,01 to 05,93.0,Apr-18
KOVAN REGENCY,1030000,1153,19,OCR,Resale,893,01 to 05,93.0,Apr-18
A TREASURE TROVE,1160000,962,19,OCR,Resale,1206,01 to 05,92.0,Apr-18
FLO RESIDENCE,898000,970,19,OCR,Resale,926,11 to 15,92.0,Apr-18
EASTPOINT GREEN,938000,830,18,OCR,Resale,1130,06 to 10,77.0,Apr-18
MODENA,1250000,886,18,OCR,Resale,1410,01 to 05,78.0,Apr-18
RIVERSOUND RESIDENCE,1350000,1003,19,OCR,Resale,1346,11 to 15,92.0,Apr-18
RIVERSAILS,890000,1047,19,OCR,Resale,850,06 to 10,92.0,Apr-18
CENTRO RESIDENCES,1275000,1377,20,OCR,Resale,926,21 to 25,88.0,Apr-18
GRANDEUR 8,1300000,1088,20,OCR,Resale,1195,06 to 10,83.0,Apr-18
SKY VUE,1850000,1621,20,RCR,Resale,1141,21 to 25,94.0,Apr-18
THE TAPESTRY,653670,1481,18,OCR,New Sale,441,06 to 10,98.0,Apr-18
THE TAPESTRY,708750,1496,18,OCR,New Sale,474,06 to 10,98.0,Apr-18
GRANDEUR PARK RESIDENCES,1147000,1837,16,OCR,New Sale,624,11 to 15,97.0,Apr-18
FOREST WOODS,1845000,1478,19,OCR,New Sale,1249,01 to 05,97.0,Apr-18
THE TAPESTRY,678780,1433,18,OCR,New Sale,474,06 to 10,98.0,Apr-18
BLISS@KOVAN,1650000,1419,19,OCR,Resale,1163,01 to 05,999.0,Apr-18
OPTIMA @ TANAH MERAH,690000,1425,16,OCR,Resale,484,06 to 10,89.0,Apr-18
TANAMERA CREST,950000,795,16,OCR,Resale,1195,06 to 10,81.0,Apr-18
COSTA DEL SOL,1930000,1237,16,OCR,Resale,1561,06 to 10,78.0,Apr-18
ARCHIPELAGO,738000,1106,16,OCR,Resale,667,01 to 05,92.0,Apr-18
COSTA DEL SOL,1550000,1252,16,OCR,Resale,1238,01 to 05,78.0,Apr-18
DAHLIA PARK CONDOMINIUM,850000,774,17,OCR,Resale,1098,01 to 05,999.0,Apr-18
LOYANG VALLEY,950000,669,17,OCR,Resale,1421,01 to 05,63.0,Apr-18
EDELWEISS PARK CONDOMINIUM,1200000,899,17,OCR,Resale,1335,01 to 05,999.0,Apr-18
GRANDEUR PARK RESIDENCES,1133000,1698,16,OCR,New Sale,667,01 to 05,97.0,Apr-18
BAYSHORE PARK,1420000,1099,16,OCR,Resale,1292,11 to 15,63.0,Apr-18
OASIS @ ELIAS,1001000,788,18,OCR,Resale,1270,11 to 15,89.0,Apr-18
D'NEST,1400000,1102,18,OCR,Resale,1270,11 to 15,91.0,Apr-18
MELVILLE PARK,720000,752,18,OCR,Resale,958,06 to 10,73.0,Apr-18
MELVILLE PARK,888000,660,18,OCR,Resale,1346,01 to 05,73.0,Apr-18
KOVAN REGENCY,2280000,1308,19,OCR,Resale,1744,11 to 15,93.0,Apr-18
SEA ESTA,1165000,1021,18,OCR,Resale,1141,06 to 10,93.0,Apr-18
CENTRAL VIEW,1050000,863,19,OCR,Resale,1216,01 to 05,79.0,Apr-18
FLO RESIDENCE,840000,907,19,OCR,Resale,926,01 to 05,92.0,Apr-18
PALM GROVE CONDOMINIUM,1530000,1093,19,OCR,Resale,1399,01 to 05,859.0,Apr-18
LA FIESTA,648000,1433,19,OCR,Resale,452,06 to 10,93.0,Apr-18
THE GARDENS AT BISHAN,1300000,1059,20,RCR,Resale,1227,11 to 15,78.0,Apr-18
SKY HABITAT,1850200,1432,20,RCR,Resale,1292,01 to 05,92.0,Apr-18
AMARANDA GARDENS,1780000,1413,19,OCR,Resale,1259,01 to 05,999.0,Apr-18
CASAFINA,900000,939,16,OCR,Resale,958,01 to 05,77.0,Apr-18
URBAN VISTA,825000,1503,16,OCR,Resale,549,01 to 05,93.0,Apr-18
AZALEA PARK CONDOMINIUM,1480000,982,17,OCR,Resale,1507,06 to 10,866.0,Apr-18
WATERFRONT WAVES,1515000,1126,16,OCR,Resale,1346,11 to 15,88.0,Apr-18
TANAMERA CREST,985000,810,16,OCR,Resale,1216,01 to 05,81.0,Apr-18
CHANGI RISE CONDOMINIUM,960000,762,18,OCR,Resale,1259,06 to 10,81.0,Apr-18
THE TROPICA,950000,795,18,OCR,Resale,1195,01 to 05,77.0,Apr-18
HEDGES PARK CONDOMINIUM,950000,949,17,OCR,Resale,1001,06 to 10,91.0,Apr-18
CASA CAMBIO,672000,1523,19,OCR,Resale,441,01 to 05,999.0,Apr-18
D'NEST,1200000,1062,18,OCR,Resale,1130,06 to 10,91.0,Apr-18
RIVERSOUND RESIDENCE,1280000,936,19,OCR,Resale,1367,11 to 15,92.0,Apr-18
RIVER ISLES,1220000,1012,19,OCR,Resale,1206,06 to 10,93.0,Apr-18
SEASONS VIEW,995000,1027,20,RCR,Resale,969,06 to 10,77.0,Apr-18
THOMSON GRAND,1660000,1234,20,RCR,Resale,1346,01 to 05,91.0,Apr-18
GRANDEUR PARK RESIDENCES,1125000,1802,16,OCR,New Sale,624,11 to 15,97.0,Apr-18
HEDGES PARK CONDOMINIUM,740000,849,17,OCR,Resale,872,06 to 10,91.0,Apr-18
SUNHAVEN,1388000,955,16,OCR,Resale,1453,06 to 10,999.0,Apr-18
Q BAY RESIDENCES,765000,1001,18,OCR,Resale,764,01 to 05,93.0,Apr-18
THE GALE,1300000,959,17,OCR,Resale,1356,01 to 05,999.0,Apr-18
RIS GRANDEUR,950000,891,18,OCR,Resale,1066,01 to 05,999.0,Apr-18
TROPICAL SPRING,1250000,900,18,OCR,Resale,1389,01 to 05,78.0,Apr-18
ELIAS GREEN,1000000,654,18,OCR,Resale,1528,01 to 05,72.0,Apr-18
FONTAINE PARRY,940000,1105,19,OCR,Resale,850,01 to 05,864.0,Apr-18
RIVERSAILS,960000,1013,19,OCR,Resale,947,11 to 15,92.0,Apr-18
PARC VERA,899000,1031,19,OCR,Resale,872,16 to 20,91.0,Apr-18
FLO RESIDENCE,1500000,726,19,OCR,Resale,2067,16 to 20,92.0,Apr-18
WATERFRONT WAVES,1350000,1072,16,OCR,Resale,1259,06 to 10,88.0,Apr-18
EAST MEADOWS,1075000,884,16,OCR,Resale,1216,01 to 05,79.0,Apr-18
SKY HABITAT,1949000,1393,20,RCR,Resale,1399,01 to 05,92.0,Apr-18
THE INFLORA,900000,871,17,OCR,Resale,1033,01 to 05,93.0,Apr-18
THE BAYSHORE,890000,909,16,OCR,Resale,980,11 to 15,74.0,Apr-18
THE TAPESTRY,1216620,1314,18,OCR,New Sale,926,06 to 10,98.0,Apr-18
FABER GARDEN CONDOMINIUM,2260000,1320,20,RCR,Resale,1711,01 to 05,999.0,Apr-18
THE SPRINGBLOOM,1750000,945,19,OCR,Resale,1851,01 to 05,76.0,Apr-18
GRANDEUR PARK RESIDENCES,1143000,1713,16,OCR,New Sale,667,01 to 05,97.0,Apr-18
THE BAYSHORE,960000,980,16,OCR,Resale,980,21 to 25,74.0,Apr-18
THE CLEARWATER,950000,949,16,OCR,Resale,1001,01 to 05,78.0,Apr-18
PALMWOODS,850000,774,16,OCR,Resale,1098,01 to 05,77.0,Apr-18
CHANGI GREEN,1430000,999,16,OCR,Resale,1432,01 to 05,999.0,Apr-18
LIVIA,1050000,834,18,OCR,Resale,1259,11 to 15,89.0,Apr-18
WATERVIEW,858000,1092,18,OCR,Resale,786,06 to 10,91.0,Apr-18
EDELWEISS PARK CONDOMINIUM,1100000,824,17,OCR,Resale,1335,01 to 05,999.0,Apr-18
THE TAPESTRY,875610,1453,18,OCR,New Sale,603,06 to 10,98.0,Apr-18
EDELWEISS PARK CONDOMINIUM,930000,726,17,OCR,Resale,1281,01 to 05,999.0,Apr-18
THE PALETTE,928000,1064,18,OCR,Resale,872,11 to 15,91.0,Apr-18
SEA ESTA,1208000,1079,18,OCR,Resale,1119,06 to 10,93.0,Apr-18
NV RESIDENCES,765000,1030,18,OCR,Resale,743,11 to 15,89.0,Apr-18
THE TROPICA,958000,774,18,OCR,Resale,1238,01 to 05,77.0,Apr-18
SEA ESTA,815000,996,18,OCR,Resale,818,01 to 05,93.0,Apr-18
MODENA,1400000,916,18,OCR,Resale,1528,01 to 05,78.0,Apr-18
RIO VISTA,988000,798,19,OCR,Resale,1238,11 to 15,82.0,Apr-18
DOUBLE BAY RESIDENCES,1668000,866,18,OCR,Resale,1927,01 to 05,89.0,Apr-18
RIVERSAILS,950000,1003,19,OCR,Resale,947,06 to 10,92.0,Apr-18
FLO RESIDENCE,880000,951,19,OCR,Resale,926,11 to 15,92.0,Apr-18
RIVERSAILS,1080000,974,19,OCR,Resale,1109,01 to 05,92.0,Apr-18
PARC CENTROS,1725000,1008,19,OCR,Resale,1711,16 to 20,93.0,Apr-18
THOMSON GRAND,2180000,1290,20,RCR,Resale,1690,06 to 10,91.0,Apr-18
THOMSON GRAND,1850000,1353,20,RCR,Resale,1367,16 to 20,91.0,Apr-18
THE GARDENS AT BISHAN,790000,834,20,RCR,Resale,947,01 to 05,78.0,Apr-18
RAFFLESIA CONDOMINIUM,1100000,1202,20,RCR,Resale,915,16 to 20,78.0,Apr-18
SKY VUE,1080000,1593,20,RCR,Resale,678,11 to 15,94.0,Apr-18
THE TAPESTRY,796800,1322,18,OCR,New Sale,603,01 to 05,98.0,Apr-18
GRANDEUR PARK RESIDENCES,1688000,1494,16,OCR,New Sale,1130,01 to 05,97.0,Apr-18
FERRARIA PARK CONDOMINIUM,1200000,961,17,OCR,Resale,1249,01 to 05,999.0,Apr-18
THE TAPESTRY,1421600,1258,18,OCR,New Sale,1130,06 to 10,98.0,Apr-18
GRANDEUR PARK RESIDENCES,1192000,1786,16,OCR,New Sale,667,11 to 15,97.0,Mar-18
THE TAPESTRY,665820,1406,18,OCR,New Sale,474,01 to 05,98.0,Mar-18
THE TAPESTRY,1486350,1315,18,OCR,New Sale,1130,01 to 05,98.0,Mar-18
THE TAPESTRY,698220,1474,18,OCR,New Sale,474,11 to 15,98.0,Mar-18
THE TAPESTRY,688500,1454,18,OCR,New Sale,474,11 to 15,98.0,Mar-18
THE TAPESTRY,672300,1420,18,OCR,New Sale,474,01 to 05,98.0,Mar-18
THE TAPESTRY,694980,1467,18,OCR,New Sale,474,11 to 15,98.0,Mar-18
THE TAPESTRY,656910,1488,18,OCR,New Sale,441,11 to 15,98.0,Mar-18
THE TAPESTRY,980100,1401,18,OCR,New Sale,700,11 to 15,98.0,Mar-18
PARC CENTROS,650000,1404,19,OCR,Resale,463,11 to 15,93.0,Mar-18
ARCHIPELAGO,1250000,1276,16,OCR,Resale,980,01 to 05,92.0,Mar-18
